Player,Team,S/C,Pos,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,GP,G,A,P
Mikhail Sergachev,TBL,L,D,1998-06-25,Nizhnekamsk,--,RUS,RUS,75,211,2016,1,9,20162017,N,34,2,17,19
Damon Severson,CBJ,R,D,1994-08-07,Melville,SK,CAN,CAN,74,202,2012,2,60,20142015,N,67,9,19,28
Michael Sgarbossa,WSH,L,C,1992-07-25,Campbellville,ON,CAN,CAN,72,179,--,--,--,20122013,N,25,4,3,7
Yegor Sharangovich,CGY,L,C,1998-06-06,Minsk,--,BLR,BLR,74,196,2018,5,141,20202021,N,82,31,28,59
Kevin Shattenkirk,BOS,R,D,1989-01-29,New Rochelle,NY,USA,USA,72,203,2007,1,14,20102011,N,61,6,18,24
Mason Shaw,MIN,L,C,1998-11-03,Lloydminster,AB,CAN,CAN,70,184,2017,4,97,20212022,N,20,1,2,3
Ryan Shea,PIT,L,D,1997-02-11,Milton,MA,USA,USA,74,200,2015,4,121,20232024,N,31,1,0,1
Conor Sheary,TBL,L,L,1992-06-08,Winchester,MA,USA,USA,68,179,--,--,--,20152016,N,57,4,11,15
Kiefer Sherwood,NSH,R,L,1995-03-31,Columbus,OH,USA,USA,72,194,--,--,--,20182019,N,68,10,17,27
Devin Shore,SEA,L,C,1994-07-19,Ajax,ON,CAN,CAN,73,206,2012,2,61,20152016,N,21,1,3,4
Jonas Siegenthaler,NJD,L,D,1997-05-06,Zurich,--,CHE,CHE,74,218,2015,2,57,20182019,N,57,1,8,9
Jakob Silfverberg,ANA,R,R,1990-10-13,Gavle,--,SWE,SWE,73,207,2009,2,39,20122013,N,81,7,12,19
Cole Sillinger,CBJ,L,C,2003-05-16,Columbus,OH,USA,USA,73,199,2021,1,12,20212022,N,77,13,19,32
Colton Sissons,NSH,R,C,1993-11-05,North Vancouver,BC,CAN,CAN,73,200,2012,2,50,20132014,N,81,15,20,35
Jeff Skinner,BUF,L,L,1992-05-16,Toronto,ON,CAN,CAN,71,200,2010,1,7,20102011,N,74,24,22,46
Brady Skjei,CAR,L,D,1994-03-26,Lakeville,MN,USA,USA,75,210,2012,1,28,20152016,N,80,13,34,47
Juraj Slafkovsky,MTL,L,L,2004-03-30,Kosice,--,SVK,SVK,75,230,2022,1,1,20222023,N,82,20,30,50
Landon Slaggert,CHI,L,L,2002-06-25,South Bend,IN,USA,USA,72,180,2020,3,79,20232024,N,16,1,3,4
Jaccob Slavin,CAR,L,D,1994-05-01,Denver,CO,USA,USA,75,207,2012,4,120,20152016,N,81,6,31,37
Jiri Smejkal,OTT,L,L,1996-11-05,_x001a_eské Bud_x001a_jovice,--,CZE,CZE,76,209,--,--,--,20232024,N,20,1,1,2
Brendan Smith,NJD,L,D,1989-02-08,Mimico,ON,CAN,CAN,74,200,2007,1,27,20112012,N,63,5,10,15
Cole Smith,NSH,L,L,1995-10-28,Brainerd,MN,USA,USA,75,195,--,--,--,20202021,N,80,9,14,23
Craig Smith,DAL,R,C,1989-09-05,Madison,WI,USA,USA,73,203,2009,4,98,20112012,N,75,11,9,20
Givani Smith,SJS,L,R,1998-02-27,Toronto,ON,CAN,CAN,74,214,2016,2,46,20192020,N,36,1,3,4
Reilly Smith,PIT,L,R,1991-04-01,Mimico,ON,CAN,CAN,73,185,2009,3,69,20112012,N,76,13,27,40
Ilya Solovyov,CGY,L,D,2000-07-20,Mogilev,--,BLR,BLR,75,208,2020,7,205,20232024,N,10,0,3,3
Carson Soucy,VAN,L,D,1994-07-27,Viking,AB,CAN,CAN,77,208,2013,5,137,20172018,N,40,2,4,6
Jordan Spence,LAK,R,D,2001-02-24,Manly,--,AUS,CAN,71,180,2019,4,95,20212022,N,71,2,22,24
Daniel Sprong,DET,R,R,1997-03-17,Amsterdam,--,NLD,NLD,72,195,2015,2,46,20152016,N,76,18,25,43
Jared Spurgeon,MIN,R,D,1989-11-29,Edmonton,AB,CAN,CAN,69,166,2008,6,156,20102011,N,16,0,5,5
Jack St. Ivany,PIT,R,D,1999-07-22,Manhattan Beach,CA,USA,USA,75,198,2018,4,112,20232024,N,14,0,1,1
Jordan Staal,CAR,L,C,1988-09-10,Thunder Bay,ON,CAN,CAN,76,220,2006,1,2,20062007,N,80,10,20,30
Marc Staal,PHI,L,D,1987-01-13,Thunder Bay,ON,CAN,CAN,76,208,2005,1,12,20072008,N,35,1,4,5
Steven Stamkos,TBL,R,C,1990-02-07,Markham,ON,CAN,CAN,73,193,2008,1,1,20082009,N,79,40,41,81
Logan Stankoven,DAL,R,C,2003-02-26,Kamloops,BC,CAN,CAN,68,171,2021,2,47,20232024,N,24,6,8,14
Logan Stanley,WPG,L,D,1998-05-26,Waterloo,ON,CAN,CAN,79,231,2016,1,18,20202021,N,25,1,1,2
Spencer Stastney,NSH,L,D,2000-01-04,Woodridge,IL,USA,USA,72,184,2018,5,131,20222023,N,20,2,2,4
Troy Stecher,EDM,R,D,1994-04-07,Richmond,BC,CAN,CAN,70,184,--,--,--,20162017,N,54,1,6,7
Sam Steel,DAL,L,C,1998-02-03,Ardrossan,AB,CAN,CAN,72,185,2016,1,30,20182019,N,77,9,15,24
Oskar Steen,BOS,R,C,1998-03-09,Karlstad,--,SWE,SWE,70,196,2016,6,165,20202021,N,34,1,0,1
Kevin Stenlund,FLA,R,C,1996-09-20,Stockholm,--,SWE,SWE,77,215,2015,2,58,20182019,N,81,11,4,15
Mitchell Stephens,MTL,R,C,1997-02-05,Peterborough,ON,CAN,CAN,72,203,2015,2,33,20192020,N,23,2,1,3
Chandler Stephenson,VGK,L,C,1994-04-22,Saskatoon,SK,CAN,CAN,72,209,2012,3,77,20152016,N,75,16,35,51
Mark Stone,VGK,R,R,1992-05-13,Winnipeg,MB,CAN,CAN,75,212,2010,6,178,20122013,N,56,16,37,53
Dylan Strome,WSH,L,C,1997-03-07,Mississauga,ON,CAN,CAN,75,200,2015,1,3,20162017,N,82,27,40,67
Ryan Strome,ANA,R,C,1993-07-11,Mississauga,ON,CAN,CAN,73,191,2011,1,5,20132014,N,79,11,30,41
Jayden Struble,MTL,L,D,2001-09-08,Cumberland,RI,USA,USA,72,202,2019,2,46,20232024,N,56,3,7,10
Jack Studnicka,SJS,R,C,1999-02-18,Windsor,ON,CAN,CAN,73,187,2017,2,53,20192020,N,22,1,0,1
Nico Sturm,SJS,L,C,1995-05-03,Augsburg,--,DEU,DEU,75,209,--,--,--,20182019,N,63,5,8,13
Tim Stützle,OTT,L,C,2002-01-15,Viersen,--,DEU,DEU,72,197,2020,1,3,20202021,N,75,18,52,70
Oskar Sundqvist,STL,R,C,1994-03-23,Boden,--,SWE,SWE,75,220,2012,3,81,20152016,N,71,6,15,21
Pius Suter,VAN,L,C,1996-05-24,Zurich,--,CHE,CHE,71,179,--,--,--,20202021,N,67,14,15,29
Ryan Suter,DAL,L,D,1985-01-21,Madison,WI,USA,USA,73,201,2003,1,7,20052006,N,82,2,15,17
Nick Suzuki,MTL,R,C,1999-08-10,London,ON,CAN,CAN,71,212,2017,1,13,20192020,N,82,33,44,77
Andrei Svechnikov,CAR,L,R,2000-03-26,Barnaul,--,RUS,RUS,74,195,2018,1,2,20182019,N,59,19,33,52
Brandon Tanev,SEA,L,L,1991-12-31,Toronto,ON,CAN,CAN,72,189,--,--,--,20152016,N,66,7,9,16
Chris Tanev,DAL,R,D,1989-12-20,Toronto,ON,CAN,CAN,74,193,--,--,--,20102011,N,75,2,17,19
Vladimir Tarasenko,FLA,L,R,1991-12-13,Yaroslavl,--,RUS,RUS,73,219,2010,1,16,20122013,N,76,23,32,55
Tomas Tatar,SEA,L,L,1990-12-01,Ilava,--,SVK,SVK,70,173,2009,2,60,20102011,N,70,9,15,24
John Tavares,TOR,L,C,1990-09-20,Mississauga,ON,CAN,CAN,73,211,2009,1,1,20092010,N,80,29,36,65
Teuvo Teravainen,CAR,L,L,1994-09-11,Helsinki,--,FIN,FIN,71,191,2012,1,18,20132014,N,76,25,28,53
Troy Terry,ANA,R,R,1997-09-10,Denver,CO,USA,USA,72,185,2015,5,148,20172018,N,76,20,34,54
Alexandre Texier,CBJ,L,C,1999-09-13,Saint-Martin-d'Hères,--,FRA,FRA,73,201,2017,2,45,20182019,N,78,12,18,30
Shea Theodore,VGK,L,D,1995-08-03,Aldergrove,BC,CAN,CAN,74,197,2013,1,26,20152016,N,47,5,37,42
Robert Thomas,STL,R,C,1999-07-02,Aurora,ON,CAN,CAN,72,218,2017,1,20,20182019,N,82,26,60,86
Tage Thompson,BUF,R,C,1997-10-30,Phoenix,AZ,USA,USA,78,220,2016,1,26,20172018,N,71,29,27,56
Henry Thrun,SJS,L,D,2001-03-12,Southborough,MA,USA,USA,74,190,2019,4,101,20222023,N,51,3,8,11
Chris Tierney,NJD,L,C,1994-07-01,Keswick,ON,CAN,CAN,73,191,2012,2,55,20142015,N,52,4,8,12
Conor Timmins,TOR,R,D,1998-09-18,St. Catharines,ON,CAN,CAN,74,206,2017,2,32,20192020,N,25,1,9,10
Jarred Tinordi,CHI,L,D,1992-02-20,Millersville,MD,USA,USA,78,229,2010,1,22,20122013,N,52,0,9,9
Owen Tippett,PHI,R,R,1999-02-16,Peterborough,ON,CAN,CAN,73,210,2017,1,10,20172018,N,78,28,25,53
Brady Tkachuk,OTT,L,L,1999-09-16,Scottsdale,AZ,USA,USA,76,225,2018,1,4,20182019,N,81,37,37,74
Matthew Tkachuk,FLA,L,L,1997-12-11,Scottsdale,AZ,USA,USA,74,206,2016,1,6,20162017,N,80,26,62,88
Devon Toews,COL,L,D,1994-02-21,Abbotsford,BC,CAN,CAN,73,191,2014,4,108,20182019,N,82,12,38,50
Tyler Toffoli,WPG,R,C,1992-04-24,Scarborough,ON,CAN,CAN,72,203,2010,2,47,20122013,N,79,33,22,55
Eeli Tolvanen,SEA,L,R,1999-04-22,Vihti,--,FIN,FIN,70,191,2017,1,30,20172018,N,81,16,25,41
Philip Tomasino,NSH,R,C,2001-07-28,Mississauga,ON,CAN,CAN,72,179,2019,1,24,20212022,N,41,7,13,20
Dominic Toninato,WPG,L,C,1994-03-09,Duluth,MN,USA,USA,74,201,2012,5,126,20172018,N,15,1,4,5
Alexey Toropchenko,STL,L,R,1999-06-25,Moscow,--,RUS,RUS,78,222,2017,4,113,20212022,N,82,14,7,21
Yakov Trenin,COL,L,C,1997-01-13,Chelyabinsk,--,RUS,RUS,74,201,2015,2,55,20192020,N,76,12,5,17
Vincent Trocheck,NYR,R,C,1993-07-11,Pittsburgh,PA,USA,USA,71,187,2011,3,64,20132014,N,82,25,52,77
Jacob Trouba,NYR,R,D,1994-02-26,Rochester,MI,USA,USA,75,209,2012,1,9,20132014,N,69,3,19,22
Alex Tuch,BUF,R,R,1996-05-10,Syracuse,NY,USA,USA,76,215,2014,1,18,20162017,N,75,22,37,59
Tyler Tucker,STL,L,D,2000-03-01,Thunder Bay,ON,CAN,CAN,73,204,2018,7,200,20222023,N,26,1,1,2
Alex Turcotte,LAK,L,C,2001-02-26,Elk Grove,IL,USA,USA,71,185,2019,1,5,20212022,N,20,1,3,4
Urho Vaakanainen,ANA,L,D,1999-01-01,Joensuu,--,FIN,FIN,74,200,2017,1,18,20182019,N,68,1,13,14
Juuso Valimaki,ARI,L,D,1998-10-06,Tampere,--,FIN,FIN,74,205,2017,1,16,20182019,N,68,2,15,17
James van Riemsdyk,BOS,L,L,1989-05-04,Middletown,NJ,USA,USA,75,208,2007,1,2,20092010,N,71,11,27,38
Trevor van Riemsdyk,WSH,R,D,1991-07-24,Middletown,NJ,USA,USA,75,191,--,--,--,20142015,N,70,0,14,14
Frank Vatrano,ANA,L,R,1994-03-14,East Longmeadow,MA,USA,USA,71,197,--,--,--,20152016,N,82,37,23,60
Joe Veleno,DET,L,C,2000-01-13,Montréal,QC,CAN,CAN,73,201,2018,1,30,20202021,N,80,12,16,28
Carter Verhaeghe,FLA,L,C,1995-08-14,Toronto,ON,CAN,CAN,74,180,2013,3,82,20192020,N,76,34,38,72
Jimmy Vesey,NYR,L,L,1993-05-26,Boston,MA,USA,USA,74,200,2012,3,66,20162017,N,80,13,13,26
Gabriel Vilardi,WPG,R,C,1999-08-16,Kingston,ON,CAN,CAN,75,216,2017,1,11,20192020,N,47,22,14,36
Alex Vlasic,CHI,L,D,2001-06-05,Wilmette,IL,USA,USA,78,217,2019,2,43,20212022,N,76,2,14,16
Marc-Edouard Vlasic,SJS,L,D,1987-03-30,Montréal,QC,CAN,CAN,73,205,2005,2,35,20062007,N,57,6,6,12
Dmitri Voronkov,CBJ,L,L,2000-09-10,Angarsk,--,RUS,RUS,77,240,2019,4,114,20232024,N,75,18,16,34
Jakub Vrana,STL,L,L,1996-02-28,Prague,--,CZE,CZE,72,190,2014,1,13,20162017,N,21,2,4,6
Chris Wagner,COL,R,R,1991-05-27,Walpole,MA,USA,USA,72,192,2010,5,122,20142015,N,13,1,1,2
Oliver Wahlstrom,NYI,R,R,2000-06-13,Portland,ME,USA,USA,74,200,2018,1,11,20192020,N,32,2,4,6
Nathan Walker,STL,L,L,1994-02-07,Cardiff,--,GBR,AUS,69,187,2014,3,89,20172018,N,45,7,6,13
Sean Walker,COL,R,D,1994-11-13,Keswick,ON,CAN,CAN,71,191,--,--,--,20182019,N,81,10,19,29
Jake Walman,DET,L,D,1996-02-20,Toronto,ON,CAN,CAN,73,218,2014,3,82,20192020,N,63,12,9,21
Austin Watson,TBL,R,L,1992-01-13,Ann Arbor,MI,USA,USA,76,238,2010,1,18,20122013,N,33,2,2,4
MacKenzie Weegar,CGY,R,D,1994-01-07,Ottawa,ON,CAN,CAN,72,206,2013,7,206,20162017,N,82,20,32,52
Alexander Wennberg,NYR,L,C,1994-09-22,Stockholm,--,SWE,SWE,74,190,2013,1,14,20142015,N,79,10,20,30
Zach Werenski,CBJ,L,D,1997-07-19,Grosse Pointe,MI,USA,USA,74,219,2015,1,8,20162017,N,70,11,46,57
Blake Wheeler,NYR,R,R,1986-08-31,Plymouth,MN,USA,USA,77,222,2004,1,5,20082009,N,54,9,12,21
Colin White,MTL,R,C,1997-01-30,Boston,MA,USA,USA,73,194,2015,1,21,20162017,N,28,0,0,0
Zach Whitecloud,VGK,R,D,1996-11-28,Brandon,MB,CAN,CAN,74,218,--,--,--,20172018,N,61,2,12,14
Max Willman,NJD,L,C,1995-02-13,Barnstable,MA,USA,USA,72,184,2014,5,121,20212022,N,18,3,1,4
Tom Wilson,WSH,R,R,1994-03-29,Toronto,ON,CAN,CAN,76,220,2012,1,16,20132014,N,74,18,17,35
Miles Wood,COL,L,L,1995-09-13,Buffalo,NY,USA,USA,74,195,2013,4,100,20152016,N,74,9,17,26
Parker Wotherspoon,BOS,L,D,1997-08-24,Surrey,BC,CAN,CAN,73,195,2015,4,112,20222023,N,41,0,8,8
Arber Xhekaj,MTL,L,D,2001-01-30,Hamilton,ON,CAN,CAN,76,240,--,--,--,20222023,N,44,3,7,10
Kailer Yamamoto,SEA,R,R,1998-09-29,Spokane,WA,USA,USA,68,153,2017,1,22,20172018,N,59,8,8,16
Jesse Ylönen,MTL,R,R,1999-10-03,Scottsdale,AZ,USA,FIN,73,200,2018,2,35,20202021,N,59,4,4,8
Cam York,PHI,L,D,2001-01-05,Anaheim,CA,USA,USA,72,194,2019,1,14,20202021,N,82,10,20,30
Pavel Zacha,BOS,L,C,1997-04-06,Brno,--,CZE,CZE,76,207,2015,1,6,20152016,N,78,21,38,59
Filip Zadina,SJS,L,R,1999-11-27,Pardubice,--,CZE,CZE,72,190,2018,1,6,20182019,N,72,13,10,23
Nikita Zadorov,VAN,L,D,1995-04-16,Moscow,--,RUS,RUS,78,248,2013,1,16,20132014,N,75,6,14,20
Nikita Zaitsev,CHI,R,D,1991-10-29,Moscow,--,RUS,RUS,74,192,--,--,--,20162017,N,38,2,5,7
Egor Zamula,PHI,L,D,2000-03-30,Chelyabinsk,--,RUS,RUS,75,200,--,--,--,20202021,N,66,5,16,21
Connor Zary,CGY,L,C,2001-09-25,Saskatoon,SK,CAN,CAN,72,178,2020,1,24,20232024,N,63,14,20,34
Trevor Zegras,ANA,L,C,2001-03-20,Bedford,NY,USA,USA,72,185,2019,1,9,20202021,N,31,6,9,15
Olen Zellweger,ANA,L,D,2003-09-10,Calgary,AB,CAN,CAN,69,182,2021,2,34,20232024,N,26,2,7,9
Fabian Zetterlund,SJS,R,L,1999-08-25,Karlstad,--,SWE,SWE,71,220,2017,3,63,20212022,N,82,24,20,44
Mika Zibanejad,NYR,R,C,1993-04-18,Stockholm,--,SWE,SWE,74,201,2011,1,6,20112012,N,81,26,46,72
Radim Zohorna,PIT,L,L,1996-04-29,Havlickuv,--,CZE,CZE,78,220,--,--,--,20202021,N,33,4,3,7
Artem Zub,OTT,R,D,1995-10-03,Khabarovsk,--,RUS,RUS,75,204,--,--,--,20202021,N,69,5,20,25
Mats Zuccarello,MIN,L,R,1987-09-01,Oslo,--,NOR,NOR,68,181,--,--,--,20102011,N,69,12,51,63
Jason Zucker,NSH,L,L,1992-01-16,Newport Beach,CA,USA,USA,71,192,2010,2,59,20112012,N,69,14,18,32
